id,title,budget,revenue,profit,roi,vote_average,main_genre,lead_actor,director,is_hit
2539,Spanglish,80000000,55041367,-24958633,-0.3119829125,5.8,Comedy,Adam Sandler,James L. Brooks,0
9297,Monster House,75000000,140175006,65175006,0.86900008,6.3,Animation,Ryan Newman,Gil Kenan,0
3172,Bandits,75000000,67631903,-7368097,-0.09824129333333333,6.2,Action,Bruce Willis,Barry Levinson,0
6520,First Knight,55000000,127600435,72600435,1.3200079090909091,5.9,Action,Sean Connery,Jerry Zucker,1
37958,Immortals,75000000,226904017,151904017,2.025386893333333,5.7,Fantasy,Mickey Rourke,Tarsem Singh,1
2026,Hostage,52000000,77944725,25944725,0.4989370192307692,6.2,Mystery,Bruce Willis,Florent-Emilio Siri,0
7450,Titan A.E.,75000000,36754634,-38245366,-0.5099382133333333,6.3,Animation,Matt Damon,Gary Goldman,0
11375,Hollywood Homicide,75000000,51142659,-23857341,-0.31809788,5.0,Action,Harrison Ford,Ron Shelton,0
9425,Soldier,75000000,14567883,-60432117,-0.80576156,6.1,Action,Kurt Russell,Paul W.S. Anderson,0
23685,Monkeybone,75000000,5409517,-69590483,-0.9278731066666667,4.3,Adventure,Brendan Fraser,Henry Selick,0
11866,Flight of the Phoenix,45000000,21009180,-23990820,-0.5331293333333333,5.7,Action,Dennis Quaid,John Moore,0
9741,Unbreakable,75000000,248118121,173118121,2.308241613333333,6.9,Science Fiction,Bruce Willis,M. Night Shyamalan,1
211672,Minions,74000000,1156730962,1082730962,14.631499486486486,6.4,Family,Sandra Bullock,Kyle Balda,1
23629,Sucker Punch,82000000,89792502,7792502,0.09503051219512196,5.9,Action,Emily Browning,Zack Snyder,0
8688,Snake Eyes,73000000,103891409,30891409,0.42316998630136987,5.8,Crime,Nicolas Cage,Brian De Palma,0
10153,Sphere,75000000,13100000,-61900000,-0.8253333333333334,5.8,Science Fiction,Dustin Hoffman,Barry Levinson,0
153518,The Angry Birds Movie,73000000,349779543,276779543,3.791500589041096,5.9,Family,Jason Sudeikis,Fergal Reilly,1
8676,Fool's Gold,70000000,111231041,41231041,0.5890148714285715,5.4,Romance,Matthew McConaughey,Andy Tennant,0
20829,Funny People,75000000,61458982,-13541018,-0.18054690666666667,5.7,Comedy,Adam Sandler,Judd Apatow,0
4349,The Kingdom,70000000,86658558,16658558,0.2379794,6.5,Thriller,Jamie Foxx,Peter Berg,0
9718,Talladega Nights: The Ballad of Ricky Bobby,72500000,162966177,90466177,1.2478093379310344,6.2,Comedy,Will Ferrell,Adam McKay,1
10808,Dr. Dolittle 2,70000000,176104344,106104344,1.515776342857143,4.9,Comedy,Eddie Murphy,Steve Carr,1
197,Braveheart,72000000,210000000,138000000,1.9166666666666667,7.7,Action,Mel Gibson,Mel Gibson,1
25,Jarhead,72000000,96889998,24889998,0.34569441666666667,6.6,Drama,Jamie Foxx,Sam Mendes,0
35,The Simpsons Movie,75000000,527068851,452068851,6.02758468,6.9,Animation,Dan Castellaneta,David Silverman,1
11086,The Majestic,72000000,37317558,-34682442,-0.4817005833333333,6.6,Drama,Jim Carrey,Frank Darabont,0
10477,Driven,94000000,54744738,-39255262,-0.41760917021276595,4.5,Action,Kip Pardue,Renny Harlin,0
1997,Two Brothers,74500000,62172050,-12327950,-0.16547583892617448,6.9,Adventure,Maï Anh Le,Jean-Jacques Annaud,0
6947,The Village,60000000,256697520,196697520,3.278292,6.2,Drama,Bryce Dallas Howard,M. Night Shyamalan,1
3050,Doctor Dolittle,71000000,294456605,223456605,3.1472761267605636,5.4,Comedy,Eddie Murphy,Betty Thomas,1
2675,Signs,72000000,408247917,336247917,4.670109958333334,6.4,Drama,Mel Gibson,M. Night Shyamalan,1
809,Shrek 2,150000000,919838758,769838758,5.132258386666667,6.7,Adventure,Mike Myers,Andrew Adamson,1
920,Cars,120000000,461983149,341983149,2.849859575,6.6,Animation,Owen Wilson,John Lasseter,1
4806,Runaway Bride,70000000,309457509,239457509,3.4208215571428573,5.7,Comedy,Julia Roberts,Garry Marshall,1
7451,xXx,70000000,277448382,207448382,2.963548314285714,5.8,Action,Vin Diesel,Rob Cohen,1
228165,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,237594032,3.2107301621621622,5.8,Animation,Tom Kenny,Paul Tibbitt,1
3595,Ransom,80000000,309492681,229492681,2.8686585125,6.4,Action,Mel Gibson,Ron Howard,1
16869,Inglourious Basterds,70000000,319131050,249131050,3.559015,7.9,Drama,Brad Pitt,Quentin Tarantino,1
879,Hook,70000000,300854823,230854823,3.2979260428571426,6.6,Adventure,Robin Williams,Steven Spielberg,1
1573,Die Hard 2,70000000,240031094,170031094,2.4290156285714284,6.6,Action,Bruce Willis,Renny Harlin,1
9257,S.W.A.T.,80000000,116643346,36643346,0.458041825,5.8,Action,Samuel L. Jackson,Clark Johnson,0
1903,Vanilla Sky,68000000,203388341,135388341,1.9910050147058824,6.5,Drama,Tom Cruise,Cameron Crowe,1
9697,Lady in the Water,75000000,42285169,-32714831,-0.43619774666666666,5.3,Drama,Paul Giamatti,M. Night Shyamalan,0
395,AVP: Alien vs. Predator,70000000,171183863,101183863,1.4454837571428572,5.5,Adventure,Sanaa Lathan,Paul W.S. Anderson,1
23398,Alvin and the Chipmunks: The Squeakquel,75000000,443140005,368140005,4.9085334,5.4,Comedy,Zachary Levi,Betty Thomas,1
10590,We Were Soldiers,75000000,114660784,39660784,0.5288104533333333,6.7,Action,Mel Gibson,Randall Wallace,0
117263,Olympus Has Fallen,70000000,161025640,91025640,1.3003662857142857,6.2,Action,Gerard Butler,Antoine Fuqua,1
200,Star Trek: Insurrection,70000000,118000000,48000000,0.6857142857142857,6.3,Science Fiction,Patrick Stewart,Jonathan Frakes,0
44943,Battle: Los Angeles,70000000,202466756,132466756,1.8923822285714287,5.5,Action,Aaron Eckhart,Jonathan Liebesman,1
587,Big Fish,70000000,122919055,52919055,0.7559865,7.6,Adventure,Ewan McGregor,Tim Burton,0
57212,War Horse,66000000,177584879,111584879,1.6906799848484848,7.0,Drama,Tom Hiddleston,Steven Spielberg,1
152760,The Monuments Men,70000000,154984035,84984035,1.2140576428571428,5.8,War,Matt Damon,George Clooney,1
2756,The Abyss,70000000,90000098,20000098,0.28571568571428574,7.1,Adventure,Ed Harris,James Cameron,0
33909,Wall Street: Money Never Sleeps,70000000,134748021,64748021,0.9249717285714286,5.8,Drama,Michael Douglas,Oliver Stone,0
49017,Dracula Untold,70000000,215529201,145529201,2.078988585714286,6.2,Horror,Luke Evans,Gary Shore,1
9882,The Siege,70000000,116672912,46672912,0.6667558857142857,6.0,Drama,Denzel Washington,Edward Zwick,0
2270,Stardust,70000000,135560026,65560026,0.9365718,7.1,Adventure,Claire Danes,Matthew Vaughn,0
978,Seven Years in Tibet,70000000,131457682,61457682,0.8779668857142857,7.0,Adventure,Brad Pitt,Jean-Jacques Annaud,0
44564,The Dilemma,70000000,67112664,-2887336,-0.04124765714285714,5.2,Comedy,Kevin James,Ron Howard,0
3132,Bad Company,70000000,65977295,-4022705,-0.05746721428571429,5.4,Action,Anthony Hopkins,Joel Schumacher,0
8814,Doom,60000000,55987321,-4012679,-0.06687798333333334,5.0,Adventure,Dwayne Johnson,Andrzej Bartkowiak,0
8427,I Spy,70000000,33561137,-36438863,-0.5205551857142857,5.2,Action,Eddie Murphy,Betty Thomas,0
52520,Underworld: Awakening,70000000,160112671,90112671,1.2873238714285715,6.1,Fantasy,Kate Beckinsale,Måns Mårlind,1
80585,Rock of Ages,75000000,59418613,-15581387,-0.20775182666666667,6.0,Comedy,Julianne Hough,Adam Shankman,0
10592,Hart's War,70000000,32287044,-37712956,-0.5387565142857142,5.9,Drama,Bruce Willis,Gregory Hoblit,0
49021,Killer Elite,66000000,57777106,-8222894,-0.12458930303030304,6.1,Action,Jason Statham,Gary McKendry,0
10550,Ballistic: Ecks vs. Sever,70000000,19924033,-50075967,-0.7153709571428571,4.3,Action,Antonio Banderas,Wych Kaosayananda,0
11258,Hard Rain,70000000,19870567,-50129433,-0.7161347571428571,5.5,Thriller,Morgan Freeman,Mikael Salomon,0
12610,Osmosis Jones,75000000,13596911,-61403089,-0.8187078533333333,5.9,Adventure,Chris Rock,Bobby Farrelly,0
59981,Legends of Oz: Dorothy's Return,70000000,18662027,-51337973,-0.7333996142857143,5.9,Animation,Lea Michele,Dan St. Pierre,0
201088,Blackhat,70000000,17752940,-52247060,-0.7463865714285715,5.1,Crime,Chris Hemsworth,Michael Mann,0
5137,Sky Captain and the World of Tomorrow,70000000,57958696,-12041304,-0.17201862857142858,5.7,Mystery,Jude Law,Kerry Conran,0
3093,Basic Instinct 2,70000000,38629478,-31370522,-0.4481503142857143,4.6,Crime,Sharon Stone,Michael Caton-Jones,0
107846,Escape Plan,50000000,122915111,72915111,1.45830222,6.7,Action,Sylvester Stallone,Mikael Håfström,1
188207,The Legend of Hercules,70000000,61279452,-8720548,-0.12457925714285714,4.4,Action,Kellan Lutz,Renny Harlin,0
4614,The Sum of All Fears,68000000,193000000,125000000,1.838235294117647,5.9,Thriller,Ben Affleck,Phil Alden Robinson,1
24021,The Twilight Saga: Eclipse,68000000,698491347,630491347,9.271931573529411,5.8,Adventure,Kristen Stewart,David Slade,1
11371,The Score,68000000,71069884,3069884,0.04514535294117647,6.7,Action,Robert De Niro,Frank Oz,0
20352,Despicable Me,69000000,543513985,474513985,6.877014275362319,7.1,Animation,Steve Carell,Pierre Coffin,1
11517,Money Train,60000000,35431113,-24568887,-0.40948145,5.4,Action,Wesley Snipes,Joseph Ruben,0
214756,Ted 2,68000000,217022588,149022588,2.1915086470588236,6.2,Comedy,Mark Wahlberg,Seth MacFarlane,1
26428,Agora,70000000,39041505,-30958495,-0.4422642142857143,6.9,Adventure,Rachel Weisz,Alejandro Amenábar,0
9824,Mystery Men,68000000,29762011,-38237989,-0.5623233676470588,5.7,Adventure,Ben Stiller,Kinka Usher,0
48988,Hall Pass,36000000,83160734,47160734,1.3100203888888888,5.4,Comedy,Owen Wilson,Bobby Farrelly,1
9008,The Insider,90000000,60289912,-29710088,-0.3301120888888889,7.3,Drama,Al Pacino,Michael Mann,0
300673,The Finest Hours,80000000,52099090,-27900910,-0.348761375,6.3,Action,Chris Pine,Craig Gillespie,0
12113,Body of Lies,70000000,113280098,43280098,0.6182871142857143,6.5,Action,Leonardo DiCaprio,Ridley Scott,0
38778,Dinner for Schmucks,69000000,86387857,17387857,0.2519979275362319,5.5,Comedy,Steve Carell,Jay Roach,0
72331,Abraham Lincoln: Vampire Hunter,69000000,112265139,43265139,0.627031,5.5,Action,Benjamin Walker,Timur Bekmambetov,0
1844,Entrapment,66000000,212404396,146404396,2.2182484242424243,6.0,Romance,Sean Connery,Jon Amiel,1
846,The X Files,66000000,189198313,123198313,1.866641106060606,6.6,Mystery,David Duchovny,Rob Bowman,1
9703,The Last Legion,67000000,25303038,-41696962,-0.6223427164179105,5.0,Action,Colin Firth,Doug Lefler,0
857,Saving Private Ryan,70000000,481840909,411840909,5.8834415571428575,7.9,Drama,Tom Hanks,Steven Spielberg,1
136797,Need for Speed,66000000,203277636,137277636,2.0799641818181818,6.1,Action,Aaron Paul,Scott Waugh,1
3981,What Women Want,70000000,374111707,304111707,4.344452957142857,6.1,Comedy,Helen Hunt,Nancy Meyers,1
425,Ice Age,59000000,383257136,324257136,5.495883661016949,7.1,Animation,Ray Romano,Chris Wedge,1
6171,Dreamcatcher,68000000,75715436,7715436,0.11346229411764706,5.3,Drama,Morgan Freeman,Lawrence Kasdan,0
72976,Lincoln,65000000,275293450,210293450,3.235283846153846,6.7,History,Daniel Day-Lewis,Steven Spielberg,1
603,The Matrix,63000000,463517383,400517383,6.357418777777778,7.9,Action,Keanu Reeves,Lilly Wachowski,1
568,Apollo 13,52000000,355237933,303237933,5.831498711538462,7.3,Drama,Tom Hanks,Ron Howard,1
9021,The Santa Clause 2,65000000,172855065,107855065,1.6593086923076923,5.5,Fantasy,Tim Allen,Michael Lembeck,1
82695,Les Misérables,61000000,441809770,380809770,6.242783114754098,7.1,Drama,Hugh Jackman,Tom Hooper,1
9489,You've Got Mail,65000000,250821495,185821495,2.8587922307692306,6.3,Comedy,Tom Hanks,Nora Ephron,1
12133,Step Brothers,65000000,128107642,63107642,0.9708868,6.5,Comedy,Will Ferrell,Adam McKay,0
9342,The Mask of Zorro,95000000,250288523,155288523,1.6346160315789473,6.3,Action,Antonio Banderas,Martin Campbell,1
41733,Due Date,65000000,211780824,146780824,2.2581665230769232,6.2,Comedy,Robert Downey Jr.,Todd Phillips,1
227306,Unbroken,65000000,163442937,98442937,1.5145067230769231,7.3,Drama,Jack O'Connell,Angelina Jolie,1
5551,Space Cowboys,65000000,128884132,63884132,0.9828328,6.3,Action,Clint Eastwood,Clint Eastwood,0
9350,Cliffhanger,70000000,255000211,185000211,2.642860157142857,6.1,Action,Sylvester Stallone,Renny Harlin,1
9208,Broken Arrow,50000000,150270147,100270147,2.00540294,5.7,Action,John Travolta,John Woo,1
4244,The Kid,65000000,69700000,4700000,0.07230769230769231,6.0,Fantasy,Bruce Willis,Jon Turteltaub,0
1852,World Trade Center,63000000,162945894,99945894,1.5864427619047619,5.9,Drama,Nicolas Cage,Oliver Stone,1
76493,The Dictator,65000000,179379533,114379533,1.759685123076923,5.9,Comedy,Sacha Baron Cohen,Larry Charles,1
345,Eyes Wide Shut,65000000,162091208,97091208,1.4937108923076923,7.1,Mystery,Tom Cruise,Stanley Kubrick,1
196867,Annie,65000000,133821816,68821816,1.0587971692307692,6.0,Comedy,Quvenzhané Wallis,Will Gluck,1
256591,Focus,50100000,153962963,103862963,2.0731130339321355,6.7,Romance,Will Smith,Glenn Ficarra,1
59962,This Means War,65000000,156974557,91974557,1.4149931846153847,5.9,Action,Reese Witherspoon,McG,1
36648,Blade: Trinity,65000000,128905366,63905366,0.9831594769230769,5.7,Science Fiction,Wesley Snipes,David S. Goyer,0
1880,Red Dawn,4200000,38376497,34176497,8.13726119047619,6.4,Action,Patrick Swayze,John Milius,1
71679,Resident Evil: Retribution,65000000,240159255,175159255,2.6947577692307694,5.6,Action,Milla Jovovich,Paul W.S. Anderson,1
10483,Death Race,45000000,73762516,28762516,0.6391670222222222,6.0,Action,Jason Statham,Paul W.S. Anderson,0
11412,The Long Kiss Goodnight,65000000,89456761,24456761,0.3762578615384615,6.5,Crime,Geena Davis,Renny Harlin,0
6795,Zathura: A Space Adventure,65000000,64321501,-678499,-0.010438446153846153,6.1,Family,Jonah Bobo,Jon Favreau,0
550,Fight Club,63000000,100853753,37853753,0.6008532222222223,8.3,Drama,Edward Norton,David Fincher,0
11170,We Are Marshall,65000000,43545364,-21454636,-0.33007132307692305,6.7,Drama,Matthew McConaughey,McG,0
9292,Hudson Hawk,65000000,17218080,-47781920,-0.7351064615384615,5.4,Action,Bruce Willis,Michael Lehmann,0
100241,"I, Frankenstein",65000000,71154592,6154592,0.09468603076923077,5.0,Horror,Aaron Eckhart,Stuart Beattie,0
257,Oliver Twist,50000000,42093706,-7906294,-0.15812588,6.7,Crime,Barney Clark,Roman Polanski,0
9947,Elektra,43000000,56681566,13681566,0.3181759534883721,4.8,Action,Jennifer Garner,Rob Bowman,0
189,Sin City: A Dame to Kill For,65000000,39407616,-25592384,-0.39372898461538464,6.3,Crime,Mickey Rourke,Robert Rodriguez,0
12618,Random Hearts,64000000,74608570,10608570,0.16575890625,5.3,Drama,Harrison Ford,Sydney Pollack,0
253412,Everest,55000000,203427584,148427584,2.6986833454545454,6.7,Adventure,Jason Clarke,Baltasar Kormákur,1
1427,Perfume: The Story of a Murderer,50000000,132180323,82180323,1.64360646,7.1,Crime,Ben Whishaw,Tom Tykwer,1
818,Austin Powers in Goldmember,63000000,296655431,233655431,3.708816365079365,5.9,Comedy,Mike Myers,Jay Roach,1
16577,Astro Boy,65000000,44091067,-20908933,-0.32167589230769233,6.1,Animation,Nicolas Cage,David Bowers,0
329,Jurassic Park,63000000,920100000,857100000,13.604761904761904,7.6,Adventure,Sam Neill,Steven Spielberg,1
12160,Wyatt Earp,63000000,25052000,-37948000,-0.6023492063492063,6.5,Drama,Kevin Costner,Lawrence Kasdan,0
9331,Clear and Present Danger,62000000,215887717,153887717,2.482059951612903,6.4,Action,Harrison Ford,Phillip Noyce,1
300168,Dragon Blade,65000000,121545703,56545703,0.8699338923076924,5.9,Action,Jackie Chan,Daniel Lee,0
9072,Little Man,64000000,101595121,37595121,0.587423765625,5.3,Comedy,Marlon Wayans,Keenen Ivory Wayans,0
3536,U-571,62000000,127666415,65666415,1.0591357258064515,6.1,Action,Matthew McConaughey,Jonathan Mostow,1
9087,The American President,62000000,107879496,45879496,0.7399918709677419,6.5,Comedy,Michael Douglas,Rob Reiner,0
12177,The Love Guru,62000000,41819064,-20180936,-0.3254989677419355,4.3,Comedy,Mike Myers,Marco Schnabel,0
12138,3000 Miles to Graceland,62000000,18720175,-43279825,-0.6980616935483871,5.8,Action,Kurt Russell,Demian Lichtenstein,0
273248,The Hateful Eight,44000000,155760117,111760117,2.5400026590909093,7.6,Crime,Samuel L. Jackson,Quentin Tarantino,1
50359,Hop,63000000,183953723,120953723,1.9199003650793651,5.5,Animation,Russell Brand,Tim Hill,1
1271,300,65000000,422610419,357610419,5.501698753846154,7.0,Action,Gerard Butler,Zack Snyder,1
693,Meet the Fockers,80000000,516642939,436642939,5.4580367375,6.1,Comedy,Ben Stiller,Jay Roach,1
14306,Marley & Me,60000000,244082376,184082376,3.0680396,6.9,Comedy,Owen Wilson,David Frankel,1
497,The Green Mile,60000000,284600000,224600000,3.743333333333333,8.2,Fantasy,Tom Hanks,Frank Darabont,1
9982,Chicken Little,150000000,314432665,164432665,1.0962177666666666,5.6,Animation,Zach Braff,Mark Dindal,1
210577,Gone Girl,61000000,369330363,308330363,5.054596114754099,7.9,Mystery,Ben Affleck,David Fincher,1
2501,The Bourne Identity,60000000,214034224,154034224,2.567237066666667,7.3,Action,Matt Damon,Doug Liman,1
710,GoldenEye,58000000,352194034,294194034,5.072310931034483,6.6,Adventure,Pierce Brosnan,Martin Campbell,1
2275,The General's Daughter,60000000,149705852,89705852,1.4950975333333334,6.1,Crime,John Travolta,Simon West,1
37165,The Truman Show,60000000,264118201,204118201,3.4019700166666667,7.8,Comedy,Jim Carrey,Peter Weir,1
9837,The Prince of Egypt,70000000,218613188,148613188,2.1230455428571426,6.8,Adventure,Val Kilmer,Simon Wells,1
10708,Daddy Day Care,60000000,164433867,104433867,1.74056445,5.6,Comedy,Eddie Murphy,Steve Carr,1
136400,2 Guns,61000000,131940411,70940411,1.1629575573770492,6.6,Action,Denzel Washington,Baltasar Kormákur,1
10992,Cats & Dogs,60000000,93375151,33375151,0.5562525166666666,5.0,Comedy,Jeff Goldblum,Lawrence Guterman,0
9654,The Italian Job,60000000,176070171,116070171,1.93450285,6.6,Action,Mark Wahlberg,F. Gary Gray,1
2642,Two Weeks Notice,60000000,93354918,33354918,0.5559153,5.9,Romance,Sandra Bullock,Marc Lawrence,0
8916,Antz,60000000,171757863,111757863,1.86263105,6.0,Adventure,Woody Allen,Eric Darnell,1
19899,Couples Retreat,70000000,171844840,101844840,1.4549262857142857,5.3,Comedy,Vince Vaughn,Peter Billingsley,1
2119,Days of Thunder,60000000,157920733,97920733,1.6320122166666666,5.9,Adventure,Tom Cruise,Tony Scott,1
9641,Cheaper by the Dozen 2,60000000,129181830,69181830,1.1530305,5.7,Comedy,Steve Martin,Adam Shankman,1
294254,Maze Runner: The Scorch Trials,61000000,311256926,250256926,4.102572557377049,6.4,Action,Dylan O'Brien,Wes Ball,1
38167,Eat Pray Love,60000000,204594016,144594016,2.4099002666666665,5.8,Drama,Julia Roberts,Ryan Murphy,1
39514,RED,58000000,71664962,13664962,0.23560279310344828,6.6,Action,Bruce Willis,Robert Schwentke,0
9563,Any Given Sunday,55000000,100230832,45230832,0.8223787636363636,6.8,Drama,Al Pacino,Oliver Stone,0
547,The Horse Whisperer,60000000,186883563,126883563,2.11472605,6.7,Drama,Robert Redford,Robert Redford,1
1538,Collateral,65000000,217764291,152764291,2.3502198615384615,7.0,Drama,Tom Cruise,Michael Mann,1
9334,The Scorpion King,60000000,165333180,105333180,1.755553,5.3,Action,Dwayne Johnson,Chuck Russell,1
11128,Ladder 49,60000000,74541707,14541707,0.24236178333333333,6.2,Drama,Joaquin Phoenix,Jay Russell,0
75780,Jack Reacher,60000000,218340595,158340595,2.6390099166666667,6.3,Crime,Tom Cruise,Christopher McQuarrie,1
8914,Deep Blue Sea,60000000,73648228,13648228,0.22747046666666668,5.6,Action,Thomas Jane,Renny Harlin,0
39538,Contagion,60000000,137551594,77551594,1.2925265666666668,6.2,Drama,Matt Damon,Steven Soderbergh,1
14836,Coraline,60000000,124596398,64596398,1.0766066333333333,7.3,Animation,Dakota Fanning,Henry Selick,1
8645,The Happening,60000000,163403799,103403799,1.72339665,4.9,Thriller,Mark Wahlberg,M. Night Shyamalan,1
9509,Man on Fire,70000000,130293714,60293714,0.8613387714285714,7.3,Action,Denzel Washington,Tony Scott,0
10067,The Shaggy Dog,50000000,61112916,11112916,0.22225832,4.5,Comedy,Tim Allen,Brian Robbins,0
9384,Starsky & Hutch,60000000,170268750,110268750,1.8378125,5.6,Comedy,Ben Stiller,Todd Phillips,1
9279,Jingle All the Way,60000000,129832389,69832389,1.16387315,5.5,Family,Arnold Schwarzenegger,Brian Levant,1
1487,Hellboy,66000000,99318987,33318987,0.5048331363636364,6.5,Fantasy,Ron Perlman,Guillermo del Toro,0
9422,A Civil Action,70000000,56702901,-13297099,-0.18995855714285714,6.1,Drama,John Travolta,Steven Zaillian,0
77174,ParaNorman,60000000,107139399,47139399,0.78565665,6.7,Family,Kodi Smit-McPhee,Sam Fell,0
4824,The Jackal,60000000,159330280,99330280,1.6555046666666666,6.1,Action,Bruce Willis,Michael Caton-Jones,1
9620,Paycheck,60000000,96269812,36269812,0.6044968666666667,5.9,Action,Ben Affleck,John Woo,0
10199,The Tale of Despereaux,60000000,50877145,-9122855,-0.15204758333333335,5.8,Adventure,Matthew Broderick,Robert Stevenhagen,0
3512,Under Siege 2: Dark Territory,60000000,104324083,44324083,0.7387347166666667,5.6,Action,Steven Seagal,Geoff Murphy,0
137094,Jack Ryan: Shadow Recruit,60000000,50549107,-9450893,-0.15751488333333333,5.9,Action,Chris Pine,Kenneth Branagh,0
274479,Joy,60000000,101134059,41134059,0.68556765,6.4,Drama,Jennifer Lawrence,David O. Russell,0
267860,London Has Fallen,60000000,205754447,145754447,2.4292407833333334,5.8,Action,Gerard Butler,Babak Najafi,1
8078,Alien: Resurrection,70000000,162000000,92000000,1.3142857142857143,5.9,Science Fiction,Sigourney Weaver,Jean-Pierre Jeunet,1
7485,Shooter,61000000,95696996,34696996,0.5688032131147541,6.9,Action,Mark Wahlberg,Antoine Fuqua,0
170687,The Boxtrolls,60000000,108255770,48255770,0.8042628333333334,6.6,Animation,Ben Kingsley,Anthony Stacchi,0
6435,Practical Magic,75000000,46683377,-28316623,-0.3775549733333333,6.3,Drama,Sandra Bullock,Griffin Dunne,0
137106,The Lego Movie,60000000,469160692,409160692,6.8193448666666665,7.5,Adventure,Chris Pratt,Phil Lord,1
6278,Reign of Fire,60000000,43061982,-16938018,-0.2823003,6.0,Adventure,Christian Bale,Rob Bowman,0
82682,Gangster Squad,60000000,105200903,45200903,0.7533483833333333,6.2,Crime,Josh Brolin,Ruben Fleischer,0
17610,Year One,60000000,62357900,2357900,0.03929833333333333,4.6,Comedy,Jack Black,Harold Ramis,0
22954,Invictus,60000000,122233971,62233971,1.03723285,7.0,Drama,Morgan Freeman,Clint Eastwood,1
16995,State of Play,60000000,87784194,27784194,0.4630699,6.7,Action,Russell Crowe,Kevin Macdonald,0
16558,Duplicity,78146652,60000000,-18146652,-0.23221278884730723,5.7,Romance,Clive Owen,Tony Gilroy,0
9849,My Favorite Martian,65000000,36850101,-28149899,-0.4330753692307692,5.1,Comedy,Jeff Daniels,Donald Petrie,0
5820,The Sentinel,60000000,77920346,17920346,0.2986724333333333,5.8,Action,Michael Douglas,Clark Johnson,0
16866,Planet 51,70000000,104945765,34945765,0.49922521428571426,5.6,Science Fiction,Dwayne Johnson,Jorge Blanco,0
201,Star Trek: Nemesis,60000000,67312826,7312826,0.12188043333333333,6.1,Science Fiction,Patrick Stewart,Stuart Baird,0
11775,Intolerable Cruelty,60000000,119940815,59940815,0.9990135833333333,5.8,Crime,George Clooney,Joel Coen,0
12201,Edge of Darkness,80000000,74901339,-5098661,-0.0637332625,6.2,Crime,Mel Gibson,Martin Campbell,0
11015,The Relic,60000000,33956608,-26043392,-0.4340565333333333,5.8,Horror,Penelope Ann Miller,Peter Hyams,0
9932,Analyze That,60000000,55003135,-4996865,-0.08328108333333334,5.7,Comedy,Robert De Niro,Harold Ramis,0
13389,Righteous Kill,60000000,73174566,13174566,0.2195761,5.9,Action,Robert De Niro,Jon Avnet,0
17332,The Soloist,60000000,31720158,-28279842,-0.4713307,6.6,Drama,Robert Downey Jr.,Joe Wright,0
4958,The Legend of Bagger Vance,80000000,39459427,-40540573,-0.5067571625,6.3,Fantasy,Matt Damon,Robert Redford,0
786,Almost Famous,60000000,47383689,-12616311,-0.21027185,7.4,Drama,Kate Hudson,Cameron Crowe,0
11679,xXx: State of the Union,60000000,71073932,11073932,0.18456553333333334,4.7,Action,Ice Cube,Lee Tamahori,0
38321,Priest,60000000,78309131,18309131,0.3051521833333333,5.4,Action,Paul Bettany,Scott Stewart,0
14411,Sinbad: Legend of the Seven Seas,60000000,26288320,-33711680,-0.5618613333333333,6.6,Family,Brad Pitt,Tim Johnson,0
8413,Event Horizon,60000000,26673242,-33326758,-0.5554459666666667,6.5,Horror,Laurence Fishburne,Paul W.S. Anderson,0
10052,Dragonfly,60000000,52322400,-7677600,-0.12796,6.1,Drama,Kevin Costner,Tom Shadyac,0
9676,The Black Dahlia,50000000,49111202,-888798,-0.01777596,5.7,Drama,Josh Hartnett,Brian De Palma,0
9664,Flyboys,60000000,17800000,-42200000,-0.7033333333333334,6.3,Action,James Franco,Tony Bill,0
2100,The Last Castle,72000000,27642707,-44357293,-0.6160735138888889,7.0,Action,Robert Redford,Rod Lurie,0
10384,Supernova,90000000,14828081,-75171919,-0.8352435444444445,4.9,Horror,James Spader,Walter Hill,0
137321,Winter's Tale,60000000,30800231,-29199769,-0.48666281666666666,6.0,Drama,Colin Farrell,Akiva Goldsman,0
123553,The Mortal Instruments: City of Bones,60000000,90565421,30565421,0.5094236833333333,6.2,Action,Lily Collins,Harald Zwart,0
11260,Meet Dave,60000000,50650079,-9349921,-0.15583201666666666,5.0,Comedy,Eddie Murphy,Brian Robbins,0
9009,Dark Water,30000000,25473093,-4526907,-0.1508969,5.3,Drama,Jennifer Connelly,Walter Salles,0
2309,Inkheart,60000000,57490374,-2509626,-0.0418271,6.0,Adventure,Brendan Fraser,Iain Softley,0
8285,The Spirit,60000000,39031337,-20968663,-0.34947771666666666,4.7,Action,Gabriel Macht,Frank Miller,0
210860,Mortdecai,60000000,30418560,-29581440,-0.493024,5.4,Comedy,Johnny Depp,David Koepp,0
381902,The Monkey King 2,68490000,193677158,125187158,1.8278165863629727,6.0,Action,Aaron Kwok,Soi Cheang,1
13922,The Great Raid,80000000,10166502,-69833498,-0.872918725,6.8,Action,Benjamin Bratt,John Dahl,0
293660,Deadpool,58000000,783112979,725112979,12.501947913793103,7.4,Action,Ryan Reynolds,Tim Miller,1
190859,American Sniper,58800000,542307423,483507423,8.222915357142858,7.4,War,Bradley Cooper,Clint Eastwood,1
257445,Goosebumps,58000000,158162788,100162788,1.7269446206896553,6.2,Adventure,Jack Black,Rob Letterman,1
9007,Just Like Heaven,58000000,102854431,44854431,0.7733522586206897,6.5,Comedy,Reese Witherspoon,Mark Waters,0
